Where,lat,lng
Hungary Sajószentpéter,48.21887719999999,20.7092248
Florida Safety Harbor,27.9908529,-82.6931553
Texas Wichita Falls,33.9137085,-98.4933873
Virginia Chesapeake,36.7682088,-76.2874927
Illinois Palatine,42.1103041,-88.03424000000001
Kentucky Tollesboro,38.5595201,-83.5760258
New York Nassau,40.6546145,-73.55941279999999
"United Kingdom Whitehaven, Cumbria",54.549699,-3.589233
Florida Leesburg,28.810823,-81.87785819999999
"United Kingdom Basaha, Barshedanda",NAN,NAN
United Kingdom Oklahoma,35.6124114,-97.5604692
Texas Pleasanton,28.967194,-98.4786269
Tennessee Ashland City,36.2742207,-87.0641699
Michigan Eaton,42.5886496,-84.7733325
Michigan Grand Ledge,42.7533685,-84.7463757
Colorado Highlands Ranch,39.5480789,-104.9739333
Denmark København,55.6760968,12.5683372
Ohio Ashtabula,41.8650534,-80.7898089
Tennessee Christiana,35.7100683,-86.39943699999999
New Hampshire Laconia,43.5278546,-71.4703509
New Zealand Feilding,-40.2253357,175.5674795
United Kingdom Hanover,NAN,NAN
"United Kingdom Frimley, Surrey",51.316221,-0.743239
Tennessee Mount Juliet,36.200055,-86.5186054
Texas Spring,30.0799405,-95.41716009999999
New Hampshire Manchester,42.9956397,-71.4547891
Italy Sassari,40.7259269,8.5556826
Italy Bisceglie,41.242726,16.502065
Pennsylvania Williamsport,41.2411897,-77.00107860000001
"United Kingdom Swanley, Kent",51.396531,0.177326
Alabama Enterprise,31.3151708,-85.85521609999999
Illinois Melrose Park,41.9005865,-87.8567276
California Cypress,33.8169366,-118.0368507
"Italy Gavello, Rovigo",45.0249296,11.9515
Colorado Wheatridge,39.766098,-105.0772063
Washington Renton,47.4796927,-122.2079218
Ohio Springfield,39.9242266,-83.8088171
Denmark Frederiksberg,55.677069,12.513321
United Kingdom Wakefield,53.683298,-1.505924
Canada Bradford,44.11098579999999,-79.5794265
California Sylmar,34.3058279,-118.4571974
California Clovis,36.8252277,-119.7029194
Indiana Belvidere,41.6043458,-87.5202803
Ohio Coal Grove,38.5034142,-82.6471057
Washington Vashon,47.4473204,-122.4598502
Arkansas Moose Pass,35.20105,-91.8318334
Louisiana Jonesboro,32.2412672,-92.7159853
United Kingdom Carlisle,54.892473,-2.932931
United Kingdom Calmore,50.9326985,-1.5126574
Illinois Polo,41.986141,-89.57927819999999
Illinois Decatur,39.8403147,-88.9548001
Northern Mariana Islands Rota,14.1508752,145.2148736
South Carolina Brunson,32.9254394,-81.1873276
Texas Sour Lake,30.1402122,-94.41102389999999
Missouri Ballwin,38.5950532,-90.54623389999999
Minnesota Maplewood,44.9530215,-92.9952153
Pennsylvania Orefield,40.63495090000001,-75.5849281
California Napa,38.2975381,-122.286865
Kentucky Worthville,38.6097865,-85.0674516
Minnesota Apple Valley,44.7319094,-93.21772000000001
United Kingdom Salisbury,51.068785,-1.794472
United Kingdom Craigavon,54.4429264,-6.4175653
"United Kingdom Khibang village, Magdi District",28.4331982,83.6799163
"United Kingdom Hemel Hempstead, Hertfordshire",51.753241,-0.448632
Kentucky Radcliff,37.8403456,-85.9491298
Illinois Wildwood,42.342778,-87.99805599999999
California Burney,40.8823811,-121.6608205
North Carolina Murphy,35.08758359999999,-84.0346315
Texas Dayton,30.0466051,-94.8852026
Florida Fort Meyers,26.640628,-81.8723084
Tennessee Pleasant View,36.3942164,-87.03666849999999
"United Kingdom Upper Poppleton, North Yorkshire",53.978361,-1.1520503
"United Kingdom Rotherham, South Yorkshire",53.4326035,-1.3635009
Pennsylvania West Chester,39.9606643,-75.6054882
United Kingdom Warrington,53.3900441,-2.5969501
North Dakota Wahpeton,46.2652367,-96.60590719999999
Texas Royse City,32.9751204,-96.3324817
Delaware Laurel,38.5565041,-75.5713141
Georgia Powder Springs,33.8595491,-84.683824
Iowa Moville,42.48888090000001,-96.0725193
Oklahoma Bristow,35.8306334,-96.39111799999999
United Kingdom Dorset,50.7487635,-2.3444786
Maine Exeter,44.96218409999999,-69.1225343
Kentucky LaGrange,38.4075666,-85.37884679999999
Norway Kristiansand,58.15991189999999,8.0182064
Norway Vestby,59.5670114,10.6851093
Norway Ballangen,68.3429339,16.8314179
Norway Tromsø,69.6492047,18.9553239
Canada Wallaceburg,42.5926445,-82.38825290000001
Canada Sudbury,46.4917317,-80.99302899999999
Georgia Tennille,32.9359886,-82.8115273
United Kingdom Not yet reported,NAN,NAN
Poland Czeslawice,51.3050217,22.2579
Georgia Trenton,34.8720222,-85.50913000000001
New York Rome,43.2128473,-75.4557303
Michigan Ludington,43.9552825,-86.4525831
United Kingdom Darbyshire,53.1046782,-1.5623885
Oregon Wilsonville,45.3029903,-122.7726501
Washington Spokane Valley,47.6732281,-117.2393748
Romania Pinu,45.4183708,26.4940116
Romania Brasov,45.6579755,25.6011977
Kentucky Dayton,39.1128377,-84.4727197
"United Kingdom Wallasey, Merseyside",53.426521,-3.066215
United Kingdom Wirral,53.3727181,-3.073754
United Kingdom Runcorn,53.342078,-2.729673
Italy Foggia,41.4621984,15.5446302
United Kingdom Rhyl,53.31914099999999,-3.491634
Virginia Fort Belvoir,38.71887160000001,-77.15426839999999
California Yorba Linda,33.88850350000001,-117.8132571
Australia Atherton,-17.2660801,145.4858599
Australia Katherine,-14.4521139,132.2715145
Maine Orono,44.8831125,-68.6719411
Canada Glace Bay,46.1969191,-59.9570044
New York North Tonawanda,43.038668,-78.8642033
United Kingdom Preston,53.763201,-2.70309
Massachusetts Fall River,41.7014912,-71.1550451
New York Wilton,43.1800734,-73.7442863
Oklahoma Owasso,36.2695388,-95.8547119
United Kingdom Petersfield,51.007591,-0.93899
Virginia Fairfax Station,38.8015452,-77.3254485
Ohio South Amherst,41.3558794,-82.2537689
United Kingdom York,53.95996510000001,-1.0872979
France Sainte-Rose,16.3349376,-61.6959411
Minnesota St. Clair,44.08191129999999,-93.8577294
Illinois Naperville,41.7508391,-88.1535352
United Kingdom Nausori,-18.0249125,178.5613634
Missouri St. Clair,38.3475584,-90.9834027
California Fremont,37.5485396,-121.988583
New York Queensbury,43.353627,-73.6771662
Poland Olsztyn,53.778422,20.4801192
Denmark Lemvig,56.5443443,8.3024871
United Kingdom Manchester,53.4807593,-2.2426305
Poland Warszawa,52.2296756,21.0122287
Texas Smithville,30.0085542,-97.15943209999999
Pennsylvania Conneautville,41.757833,-80.3678424
Pennsylvania Elizabeth,40.2692367,-79.8897706
California Arnold,38.2775178,-120.3092982
Tennessee Erwin,36.1451082,-82.41680550000001
Alabama Eight Mile,30.7647005,-88.131579
Michigan Grass Lake,42.2548238,-84.20395429999999
"United Kingdom Croydon, Surrey",51.376165,-0.098234
New York Cameron Mills,42.1803504,-77.3635922
Pennsylvania Hastings,40.6650671,-78.7122478
Florida Palm Coast,29.5844524,-81.20786989999999
New York Calcium,44.0217286,-75.8460355
"United Kingdom Nailswoth, Gloucestershire",51.693878,-2.216293
Indiana Speedway,39.792738,-86.250822
Nebraska Plattsmouth,41.0111103,-95.88084239999999
Mississippi Roxie,31.5046128,-91.0689929
Australia Adelaide,-34.9284989,138.6007456
Australia Cairns,-16.9185514,145.7780548
Missouri St. Louis,38.6270025,-90.19940419999999
Texas Edinburg,26.3017374,-98.1633432
Texas Kingwood,30.0500255,-95.18447739999999
New York Sag Harbor,40.99787730000001,-72.2925819
United Kingdom Chester,53.193392,-2.893075
United Kingdom Torquay,50.4619209,-3.525315
Denmark Holbæk,55.7146554,11.717578
United Kingdom Taunton (Somerset),51.015344,-3.106849
Michigan Macomb,42.6651965,-82.92864279999999
Texas College Statio,30.627977,-96.3344068
"United Kingdom Dewsbury, West Yorkshire",53.689833,-1.6296949
Connecticut Waterford,41.3542395,-72.164816
North Carolina Concord,35.4087517,-80.579511
Canada Not yet reported,NAN,NAN
Netherlands Echt,51.1034765,5.874584
United Kingdom Lisburn,54.516246,-6.058010599999999
South Dakota Desmet,44.3874696,-97.55035409999999
Florida Pembroke Pines,26.007765,-80.2962555
Canada Oakville,43.467517,-79.6876659
New Jersey West Caldwell,40.8409329,-74.3018154
Wisconsin Waterloo,43.1838843,-88.9884421
Pennsylvania Waynesboro,39.755927,-77.57776919999999
Louisiana Dubberly,32.5368191,-93.2423896
Italy Velletri,41.6868422,12.7785347
Italy Grumo Appula,41.0135321,16.710303
Tennessee Alexandria,36.0775587,-86.0333222
Canada Richmond Hill,43.8828401,-79.4402808
Romania Murgeni,46.2063885,28.0194052
Virginia Fredericksburg,38.3031837,-77.4605399
Massachusetts Ludlow,42.1600936,-72.47591899999999
Texas Kilgore,32.3862619,-94.87577089999999
Texas Tomball,30.0971621,-95.6160549
Tennessee McMinnville,35.6865889,-85.7801453
Alabama Jacksonville,33.8137125,-85.76135359999999
Iowa Perry,41.8385964,-94.10717969999999
Maine Waterville,44.5520105,-69.6317121
Indiana Marion,40.5583739,-85.6591442
"United Kingdom Meir, Stoke-on-Trent",52.9783086,-2.1036027
Canada Simcoe,42.8372632,-80.3040424
Pennsylvania Hellertown,40.57954369999999,-75.34073459999999
"United Kingdom Consett, County Durham",54.851797,-1.833026
Washington Centerville,39.614143,-84.1630503
"United Kingdom Hyde, Greater Manchester",53.452977,-2.082786
Federated States of Micronesia Colonia,9.5144444,138.1294444
New Jersey Wenonah,39.7945582,-75.14878829999999
Pennsylvania Claysville,40.11785039999999,-80.4103439
Colorado Golden,39.755543,-105.2210997
New York Farmingville,40.8312096,-73.029552
New Jersey Brielle,40.1078931,-74.05652630000002
Iowa Waterloo,42.492786,-92.34257749999999
Kentucky Richmond,37.7478572,-84.2946539
Netherlands Westerbork,52.8509512,6.6057445
Netherlands Purmerend,52.5143815,4.964061099999999
Michigan Monroe,41.9164343,-83.3977101
Germany Hutthurm,48.671854,13.4718252
Germany Not yet reported,NAN,NAN
Germany Stendal,52.6041444,11.8517729
Germany Wiesbaden,50.0782184,8.239760799999999
Canada Bright,43.659527,-79.382009
Colorado Aurora,39.7294319,-104.8319195
Minnesota Lakeville,44.6496868,-93.24271999999999
Florida Green Clove Springs,29.9919085,-81.6781467
United Kingdom Swansea,51.62144,-3.943645999999999
United Kingdom Gateshead,54.95268,-1.603411
Germany Freital,51.0008667,13.6512413
Germany Bielefeld,52.0302285,8.532470800000002
Germany Stadtoldendorf,51.8824786,9.628534199999999
"United Kingdom Blyth, Northumberland",55.126957,-1.510277
Connecticut Voluntown,41.5725461,-71.8683346
New York Buffalo,42.88644679999999,-78.8783689
Washington Yakima,46.6020711,-120.5058987
Ohio Steubenville,40.3697905,-80.63396379999999
United Kingdom Chatham,51.380952,0.52213
"United Kingdom Bury St Edmunds, Suffolk",52.2429228,0.7104931999999999
California Whittier,33.9791793,-118.032844
Wyoming Gillette,44.2910915,-105.5022205
"United Kingdom Pelton, County Durham",54.87285749999999,-1.6088154
Florida Palm City,27.1678268,-80.2661591
Canada Prince George,53.9170641,-122.7496693
Arkansas Hot Springs,34.5037004,-93.0551795
Alaska Fairbanks,64.8377778,-147.7163888
Ohio Richfield,41.2397772,-81.6381785
United Kingdom Chelmsford,51.7355868,0.4685497
"United Kingdom Hartismere, Suffolk",52.323459,1.136994
Texas Sugarland,29.5984434,-95.6225521
Arkansas Bald Knob,35.3098066,-91.5679114
New York White Lake,41.6769705,-74.82799179999999
Montana Hungry Horse,48.3857979,-114.060953
"United Kingdom Bovey Tracey, in Devon",50.593547,-3.672587
United Kingdom Doncaster,53.52282,-1.128462
United Kingdom North Shields,55.010762,-1.449138
New York Niagara Falls,43.0962143,-79.0377388
Nevada Orem,38.8026097,-116.419389
Maryland Rockville,39.0839973,-77.1527578
Georgia Athens,33.9519347,-83.357567
California Stevenson Ranch,34.3931105,-118.5907538
North Carolina Hillsborough,36.0754183,-79.0997347
Mississippi Corinth,34.9342548,-88.5222702
"United Kingdom St Ives, Cornwell",50.20838579999999,-5.490886400000001
United Kingdom Dagenham,51.53888999999999,0.14743
Romania Valea Marului,45.83841289999999,27.6910064
Kentucky Buffalo,37.5120048,-85.6985727
New Jersey North Bergen,40.8042674,-74.012084
Kentucky Florence,38.9989499,-84.62661109999999
Washington Redmond,47.6739881,-122.121512
California Corona,33.8752935,-117.5664384
North Carolina Hickory,35.7344538,-81.3444573
Indiana Westville,41.54142969999999,-86.9005825
Indiana Brazil,39.523652,-87.1250154
Pennsylvania Scranton,41.408969,-75.66241219999999
"United Kingdom Hamstead Marshall, Berkshire",51.38491399999999,-1.404121
New Hampshire Londonderry,42.86512980000001,-71.3739272
Arizona Rock Point (Navajo Nation),36.7180568,-109.6259429
Georgia Dallas,33.9244531,-84.8413056
United Kingdom Coventry,52.406822,-1.519693
"United Kingdom Ashton-Under-Lyne, Manchester",53.4876815,-2.0961077
United Kingdom Exeter,50.718412,-3.533899
Montana Darby,46.0215872,-114.1731427
Michigan Canton,42.3086444,-83.48211599999999
"United Kingdom Ilkeston, Derbyshire",52.970142,-1.306978
Canada Edmonton,53.5461245,-113.4938229
United Kingdom Mousehole in Cornwall,50.084245,-5.539061999999999
Canada Badger,52.290827,-113.84171
"United Kingdom Euxton, Lancashire",53.669783,-2.674662
Sweden Sundbyberg,59.38292819999999,17.9644707
"United Kingdom Bellshill, Lanarkshire",55.816761,-4.026536
United Kingdom Toronto,43.66074529999999,-79.3846605
Sweden Stockholm,59.32932349999999,18.0685808
California Fair Oaks,38.6446264,-121.2721718
California El Cajon,32.7947731,-116.9625269
Kentucky Callettsburg,38.4048042,-82.60043689999999
United States Okinawa,37.09024,-95.712891
Pennsylvania Fayetteville,39.9112028,-77.5499888
United Kingdom Sheffield,53.38112899999999,-1.470085
"Spain Mollet del Vallè, Catalunya",41.5450948,2.2089109
New Hampshire Waterville Valley,43.9500695,-71.4995204
Oklahoma Hooker,36.86002610000001,-101.2134954
Tennessee Greenville,36.1631574,-82.83098609999999
Norway Gressvik,59.2197767,10.9065679
Kentucky Bowling Green,36.9685219,-86.4808043
United Kingdom Hereford,52.05639799999999,-2.715974
New York Hornell,42.3278477,-77.6611025
Florida Thonotosassa,28.0614065,-82.3023128
Maryland Towson,39.4014955,-76.6019125
"United Kingdom Folkestone, Kent",51.081397,1.169456
Montana West Yellowstone,44.6621493,-111.1041092
North Carolina Knightdale,35.7876515,-78.4805563
Texas San Marcos,29.8832749,-97.9413941
Pennsylvania Canadensis,41.1923748,-75.2521342
Arizona Sun City,33.5975393,-112.2718239
Canada Sault Ste. Marie,46.5136494,-84.33575259999999
New Jersey Westwood,40.9912087,-74.0326395
United Kingdom Bishop Auckland,54.663822,-1.678788
United Kingdom West Yorkshire,53.81081760000001,-1.76261
South Carolina Taylors,34.9203946,-82.2962268
Michigan Lowell,42.9336426,-85.34196089999999
Tennessee Collierville,35.042036,-89.6645266
Illinois Romeoville,41.6475306,-88.0895061
France Unknown,NAN,NAN
Illinois Johnsonville,38.5222701,-88.5369951
France Réunion,48.8719614,2.3112948
Pennsylvania Altoona,40.5186809,-78.3947359
Wisconsin Fort Atkinson,42.9288944,-88.8370509
"Spain Zaragoza, Spain",41.6488226,-0.8890853
Denmark Not yet reported,NAN,NAN
Tennessee Kingsport,36.548434,-82.5618186
United Kingdom Cambridge,52.205337,0.121817
Indiana Crawfordsville,40.0411536,-86.87445160000001
Oregon Yoncalla,43.5984531,-123.2834167
Oklahoma Shattuck,36.27587279999999,-99.88123209999999
Illinois Troy,38.7292147,-89.8831541
"United Kingdom Whickham, Newcastle-upon-Tyne",54.944116,-1.674552
California Inglewood,33.9616801,-118.3531311
Massachusetts Bolton,42.43342579999999,-71.6078449
Ohio Manchester,38.6881293,-83.6093611
Jordan Not yet reported,NAN,NAN
Canada Cambridge,43.3616211,-80.3144276
Canada Yarmouth,43.8374576,-66.11738199999999
Connecticut Waterbury,41.5581525,-73.0514965
"United Kingdom Sidcup, Kent",51.4264863,0.1009392
New York Albion,43.2464477,-78.1936319
California San Fransico,37.7749295,-122.4194155
Canada Prince Rupert,54.3150367,-130.3208187
"United Kingdom Sunderland, Tyne and Wear",54.906869,-1.383801
"United Kingdom Maidstone, Kent",51.270363,0.522699
Pennsylvania Hawley,41.47592239999999,-75.18211889999999
Poland Unknown,NAN,NAN
"United Kingdom Farnborough, Hampshire",51.2868939,-0.7526149999999999
"United Kingdom Wakefield, West Yorkshire",53.683298,-1.505924
United Kingdom Bury St Edmunds,52.2429228,0.7104931999999999
Florida Panama City,30.1588129,-85.6602058
Oregon Lake Oswego,45.415734,-122.7163273
Illinois Chrisman,39.8036467,-87.67363499999999
United Kingdom Sunderland,54.906869,-1.383801
Oregon Sutherlin,43.3901177,-123.3125763
"Denmark Rønne, Bornholm",55.101017,14.708329
Texas Alvin,29.4238472,-95.24410089999999
Maryland Cockeysville,39.4812172,-76.6438598
Washington Marysville,48.0517637,-122.1770818
Michigan Saint Joseph,42.0938577,-86.4895463
Texas Terrell,32.7359626,-96.2752569
Denmark Kalundborg,55.686429,11.089188
Texas Hico,31.9829253,-98.0336454
Maryland Union Bridge,39.5689895,-77.17692699999999
Florida Ocala,29.1871986,-82.14009229999999
"United Kingdom Malton, North Yorkshire",54.136836,-0.7978970000000001
Washington Custer,48.9173339,-122.6379502
West Virginia Benwood,40.0181288,-80.7342493
"United Kingdom Grimsby, South Humberside",53.578564,-0.11564
United Kingdom Birkenhead,53.38999099999999,-3.023009
"United Kingdom Cleethorpes, Lincolnshire",53.557378,-0.029435
"United Kingdom Lovage Way, Horndean",50.9227643,-1.0004117
"United Kingdom Saundersfoot, Pembrokeshire",51.70937900000001,-4.699726
"United Kingdom Truro, Cornwall",50.263195,-5.051041
Canada Calgary,51.04473309999999,-114.0718831
Canada Saskatoon,52.1332144,-106.6700458
Texas Rosanky,29.9293898,-97.29360199999999
Illinois Evergreen Park,41.7205889,-87.7017175
Louisiana Broussard,30.147146,-91.9612305
Missouri Plattsburg,39.5655549,-94.4480059
Texas Alamo,29.4259671,-98.48614189999999
New York South Ozone Park,40.6764003,-73.8124984
Missouri Malden,36.5570028,-89.9664798
Louisiana Gretna,29.9146493,-90.0539603
New York Medford,40.8175985,-73.0001068
Massachusetts North Attleboro,41.9695516,-71.35654389999999
New York Westchester,41.1220194,-73.7948516
Ohio Loveland,39.2689476,-84.26382600000001
Wisconsin Little Chute,44.2799872,-88.3184394
Georgia Savannah,32.0808989,-81.091203
"United Kingdom Bellshill, Glasgow",55.816761,-4.026536
Michigan Sault Sainte Marie,46.49771150000001,-84.3475876
Illinois Stockton,42.3497355,-90.00679160000001
California Hawthorne,33.9164032,-118.3525748
Utah Lehi,40.3916172,-111.8507662
Denmark Birkerød,55.844295,12.4221119
"United Kingdom New Moston, Manchester",53.5148115,-2.1713822
California Lockeford,38.1635297,-121.1499447
Ohio Painesville,41.7244885,-81.245657
Texas Fredericksburg,30.2752011,-98.8719843
North Carolina Matthews,35.1168131,-80.72368039999999
Illinois Rantoul,40.3083672,-88.1558785
Florida Deerfield Beach,26.3184123,-80.09976569999999
California La Mirada,33.9172357,-118.0120086
Pennsylvania Blairsville,40.4311796,-79.26086900000001
"Minnesota Walker, Minn",47.10134619999999,-94.5872162
California Armona,36.3157833,-119.7084642
Minnesota Bovey,47.2955444,-93.4159162
Poland Posrednik,51.815833,18.3183331
Poland Gudowa,53.4937346,15.8573806
"United Kingdom Redhill, Surrey",51.239208,-0.16988
Spain Las Palmas,28.1235459,-15.4362574
New Mexico Shiprock,36.6866691,-108.8364343
"United Kingdom Stafford, Staffordshire",52.806693,-2.12066
Germany Fulda,50.5558095,9.6808449
Maine South Portland,43.6414716,-70.2408811
Arizona Litchfield Park,33.4933743,-112.3579364
Kansas Manhattan,39.18360819999999,-96.57166939999999
Tennessee Memphis,35.1495343,-90.0489801
New Jersey Villas,39.017252,-74.941631
Michigan Kincheloe,46.2664445,-84.4663642
Virginia Lovettsville,39.2726017,-77.636657
California Applegate,39.0007303,-120.9924431
Wisconsin Rhinelander,45.6366228,-89.4120753
North Carolina Asheboro,35.7079146,-79.8136446
Massachusetts Medford,42.4184296,-71.1061639
Tennessee Murfreesboro,35.8456213,-86.39027
United Kingdom Leicester,52.6368778,-1.1397592
Florida Satellite Beach,28.1761233,-80.59005189999999
Georgia Milledgeville,33.0801429,-83.2320991
Oklahoma Bethany,35.5186678,-97.63226390000001
Illinois Markham,41.5936453,-87.6947699
United Kingdom Cwmbran,51.6496546,-3.0317889
France Vichy,46.131859,3.425488
France Savigné-sur-Lathan,47.444617,0.320189
Kentucky Benton,36.85727809999999,-88.350315
Washington Bellevue,47.6101497,-122.2015159
Florida Homestead,25.4687224,-80.4775569
United Kingdom Monifieth in Angus,56.480177,-2.819282
Ohio Lakeville,40.656171,-82.1270979
Texas Dalhart,36.0594772,-102.5132497
Denmark Københavns Amt,55.6760968,12.5683372
Italy Pagani,40.7419397,14.6145949
Italy Orvieto,42.7185068,12.1107446
Italy Napoli,40.8517983,14.26812
Italy Lagonegro,40.1239861,15.7653247
New York Niskayuna,42.8000049,-73.89144069999999
Canada Loretteville,46.87124439999999,-71.3854393
Italy Glarus,47.0411232,9.0679
"United Kingdom Dartmouth, Devon",50.352517,-3.578807
Alabama River Falls,31.3529468,-86.53912729999999
Georgia Peachtree City,33.3968557,-84.59634319999999
Maryland Glen Burnie,39.1626084,-76.6246886
"United Kingdom Princes Risborough, Buckinghamshire",51.724376,-0.834518
South Carolina Orangeburg,33.4918203,-80.8556476
Oklahoma Moore,35.3395079,-97.48670279999999
Washington Castle Rock,46.275111,-122.9076141
Kansas Parsons,37.34033840000001,-95.2610838
Kansas Winfield,37.2397486,-96.9955918
Florida Melrose,29.7098064,-82.0497944
Poland Kraków,50.06465009999999,19.9449799
Illinois DeKalb,41.9294736,-88.75036469999999
Arkansas Not yet reported,35.20105,-91.8318334
South Carolina Gaffney,35.0717945,-81.64981949999999
Poland Rejowiec,51.091113,23.281701
United Kingdom East Kilbride,55.76435240000001,-4.1769987
Georgia Roswell,34.0232431,-84.3615555
California Riverbank,37.7360396,-120.9354895
Netherlands Loenen aan de Vecht,52.2110379,5.0231899
Texas Snyder,32.7178862,-100.9176184
Netherlands Venray,51.52705779999999,5.975332
Canada WarwickArthabaska,45.949523,-71.99708640000001
Canada Beauport,46.8615561,-71.1886766
France La Trinité-Surzur,47.6038179,-2.591325
Texas Bastrop,30.1104947,-97.3152701
France Saint-André,42.551997,2.970853
Poland Szczecyn,50.81440629999999,21.9822901
Michigan Howell,42.6072552,-83.9293952
"United Kingdom Woodsetts, Worksop, North Derbyshire",53.346725,-1.172364
United Kingdom Kidderminster,52.388596,-2.2496839
United Kingdom Dundee,56.462018,-2.970721
United Kingdom Inverness,57.477773,-4.224721
Ohio Elyria,41.3683798,-82.10764859999999
Maine Cumberland,43.796573,-70.2585205
United Kingdom Cowie in Stirlingshire,56.08594600000001,-3.872268999999999
Louisiana Hammond,30.5043583,-90.46119949999999
Utah Murray,40.6668916,-111.8879909
California San Clemente,33.4273521,-117.6126004
Missouri Trenton,40.0789018,-93.61660739999999
Washington Federal Way,47.3223221,-122.3126222
Arizona Not yet reported,34.0489281,-111.0937311
California Dupont,37.6552908,-122.1404832
United Kingdom Warwickshire,52.2671353,-1.4675216
Estonia Lääne-Virumaa (county),59.3788371,26.0863914
Estonia Põlvamaa (county),58.067018,27.0738741
New Jersey Somerville,40.5742696,-74.60987999999999
United States Big River First Nation,NAN,NAN
United Kingdom Hull,53.76762360000001,-0.3274198
California Oak Park,34.1791715,-118.7628685
New Hampshire Boscawen,43.32439309999999,-71.636864
Virginia Williamsburg,37.2707022,-76.7074571
Guam Inarajan,13.2791674,144.7302198
North Carolina Chapel Hill,35.9049122,-79.0469134
Minnesota Litchfield,45.1258332,-94.5283333
Ohio Garfield,40.9159573,-80.9550067
New York Floral park,40.7237133,-73.7048532
Michigan Middleville,42.7130889,-85.4619599
United Kingdom Nuneaton,52.520489,-1.465382
United Kingdom Salford,53.48752349999999,-2.2901264
United Kingdom Bedworth,52.481392,-1.468869
United Kingdom Haverford West,51.800475,-4.971318999999999
United Kingdom Hartlepool,54.691745,-1.212926
United Kingdom Easingwold in North Yorkshire,54.12144079999999,-1.191874
District of Columbia Washington,38.9071923,-77.0368707
Belgium Unknown,NAN,NAN
Alabama Perdido,31.0076815,-87.6272089
Poland Skierniewice,51.9547169,20.1583303
Missouri Winfield,38.9972723,-90.738458
United Kingdom Worcester,52.193636,-2.221575
North Carolina Nashville,35.974598,-77.9655406
California Lake Forest,33.6469437,-117.6861023
Alabama Eufaula,31.8912717,-85.1454876
Georgia Richmond Hill,31.9382652,-81.3034433
New York Farmingdale,40.7325997,-73.4454009
Texas Paris,33.6609389,-95.55551299999999
Florida Tyndall,30.0800072,-85.60750639999999
United Kingdom Scunthorpe,53.588646,-0.654413
Mississippi Bentonia,32.6409711,-90.3648139
Texas Tatum,32.3159894,-94.5165913
North Carolina Person,36.3528221,-78.9288242
France Dinan (Côtes-d'Armor),48.454366,-2.047327
Canada Sept-Îles,50.21329679999999,-66.37579199999999
Canada Val d'Or,48.0987106,-77.7967676
Pennsylvania West Lawn,40.3298147,-75.99438099999999
Florida Clermont,28.5494447,-81.77285429999999
Oklahoma Cashion,35.7981025,-97.6786573
Illinois Sullivan,39.599479,-88.6078392
Washington Concrete,47.302143,-119.546407
United Kingdom Nottinghamshire,53.100319,-0.9936305999999998
"United Kingdom Castleford, West Yorkshire",53.72346599999999,-1.345968
Florida Weeki Wachee,28.5155513,-82.5728769
New York Oneida,43.0925684,-75.65129309999999
Massachusetts Yarmouth Port,41.7088078,-70.21335909999999
Pennsylvania Rochester,40.7022882,-80.28645089999999
"United Kingdom Birkenhead, near Liverpool",53.38999099999999,-3.023009
Idaho Blackfoot,43.19047090000001,-112.3449773
Georgia Dalton,34.7698021,-84.9702228
Georgia Riverdale,33.5726113,-84.4132594
Oklahoma Duncan,34.5023028,-97.9578128
United Kingdom Mossley,53.514681,-2.038679
Australia Unknown,NAN,NAN
Minnesota Eagan,44.8041322,-93.1668858
Canada St-Hyacinthe,45.6306875,-72.956339
Turkey Konya,37.8746429,32.4931554
Florida Seffner,27.9836329,-82.27564679999999
Turkey Erzincan,39.746797,39.491124
Italy Campobasso,41.5602544,14.6627161
Pennsylvania Delta,39.727049,-76.32662549999999
Ohio Zanesfield,40.33838799999999,-83.6771533
California Glendale,34.1425078,-118.255075
Virginia Axton,36.659582,-79.711978
"United Kingdom Castle Bromwich, Birmingham",52.502812,-1.791722
United Kingdom Croydon,51.376165,-0.098234
United Kingdom Ely,52.399539,0.262363
United Kingdom Walsall,52.586214,-1.982919
"United Kingdom Castleford, Yorkshire",53.72346599999999,-1.345968
United Kingdom Bromyard in Herefordshire,52.190713,-2.50872
Oregon Tualatin,45.3779988,-122.7821817
Ohio Batavia,39.0770072,-84.1768795
Texas Warda (La Grange?),NAN,NAN
United Kingdom Slough,51.51053839999999,-0.5950405999999999
"United Kingdom Crawley, West Sussex",51.1091401,-0.1872275
Florida Middleburg,30.0688512,-81.8603778
Texas Canyon,34.5131696,-118.4014177
North Carolina Gibsonville,36.105691,-79.5422461
Florida North Fort Myers,26.6672935,-81.8800861
Illinois Galesburg,40.94781580000001,-90.3712395
"United Kingdom Blackpool, Lancashire",53.8175053,-3.0356748
United Kingdom Maidstone,51.270363,0.522699
Oklahoma Henryetta,35.4398261,-95.98194289999999
Canada ,56.130366,-106.346771
Illinois Glenwood,41.5425349,-87.6022658
Minnesota Hastings,44.7443293,-92.8513706
Georgia Bulloch,32.3595678,-81.77870209999999
North Carolina Elkin,36.2443012,-80.8484043
United Kingdom Harare,-17.8146066,31.0470615
California Dunnigan,38.88523780000001,-121.9695801
Washington Aberdeen,46.9753708,-123.8157218
United Kingdom Llanelli,51.680886,-4.160248
United Kingdom Bromsgrove in Worcestershire,52.335589,-2.061906
Canada Edmundston,47.3690127,-68.32667409999999
Canada Peterborough,44.309058,-78.31974699999999
